Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,weight,Job Category,Merged Experience Category,num_comp,avg_salary,job_state,age,python_yn,sql_yn,excel_yn,tableau_yn,power bi_yn,sas_yn,hadoop_yn,spark_yn,tensorflow_yn,keras_yn,pytorch_yn,scikit-learn_yn,matplotlib_yn,snowflake_yn,numpy_yn,pandas_yn,scipy_yn,bigquery_yn,aws_yn,azure_yn,google cloud_yn,airflow_yn,git_yn,docker_yn,kubernetes_yn,r_yn,Description_len
4.7,QK,51 to 200 employees,Company - Private,Professional Services,Professional Services,$10 to $25 million (USD),2,scientist,Unknown,0,51.0,CA,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4223
3.1,Santander,10000+ employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data scientist,General Experience,0,62.5,MA,169,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3325
3.4,Tivity Health,501 to 1000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,data engineer,Junior,0,100.0,AZ,44,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3889
4.4,BRMi,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Strong Experience,0,85.0,VA,21,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2869
3.9,Luminar Technologies,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data scientist,Unknown,0,122.0,FL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5647
3.9,"Emtec, Inc.",501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),2,na,General Experience,0,66.5,IL,30,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4759
4.7,Veterans United Home Loans,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,Unknown / Non-Applicable,2,na,Unknown,0,70.5,MO,23,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708
4.7,Praetorian,51 to 200 employees,Company - Private,Government & Public Services,Professional Services,$10 to $25 million (USD),2,data engineer,General Experience,0,138.5,TX,15,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4854
3.4,PA Consulting,1001 to 5000 employees,Company - Private,Professional Services,Professional Services,$100 to $500 million (USD),2,mle,General Experience,3,107.5,MA,82,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8761
3.8,Agios Pharmaceuticals,501 to 1000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$50 to $100 million (USD),2,scientist,Unknown,0,120.5,MA,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2683
2.7,Advanced BioScience Laboratories,201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$25 to $50 million (USD),2,scientist,General Experience,0,81.0,MD,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4740
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,scientist,Unknown,0,103.5,KY,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5169
4.0,Glassdoor,1001 to 5000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Strong Experience,2,162.0,CA,18,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3978
3.5,Esri,1001 to 5000 employees,Company - Private,Technology,Technology,$1 to $2 billion (USD),2,data scientist,Entry Level,1,68.5,CA,56,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3413
3.4,Assurant,10000+ employees,Company - Public,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),2,data scientist,General Experience,3,110.5,OH,47,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1735
3.7,F&G,201 to 500 employees,Subsidiary or Business Segment,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),2,data engineer,Junior,0,115.5,IA,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6569
3.8,PNNL,1001 to 5000 employees,Government,Energy & Utilities,Energy & Utilities,$500 million to $1 billion (USD),2,data scientist,Junior,3,80.5,WA,60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188
4.6,GreatAmerica Financial Services,501 to 1000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),2,data analyst,Unknown,0,43.0,IA,33,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4328
4.4,Acceleron Pharma,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,scientist,General Experience,0,140.0,MA,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5449
-1.0,Kronos Bio,Unknown,Company - Private,Other,Other,Unknown / Non-Applicable,2,scientist,Some Experience,0,120.0,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3214
3.0,AmeriHealth Caritas,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),2,data analyst,Senior,3,66.5,PA,42,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766
4.7,Strategic Employment Partners,51 to 200 employees,Company - Private,Professional Services,Professional Services,$1 to $5 million (USD),2,data engineer,Unknown,0,94.5,CA,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1504
3.8,PNNL,1001 to 5000 employees,Government,Energy & Utilities,Energy & Utilities,$500 million to $1 billion (USD),2,data scientist,Mid Level,3,119.0,WA,60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186
3.2,Catholic Health Initiatives,10000+ employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Unknown,2,50.0,NE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844
2.7,FLEETCOR,5001 to 10000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$2 to $5 billion (USD),2,data analyst,Strong Experience,0,27.0,TN,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299
3.3,Liberty Mutual Insurance,10000+ employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data scientist,Strong Experience,3,194.5,IL,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3935
3.9,Southwest Research Institute,1001 to 5000 employees,Nonprofit Organization,Professional Services,Professional Services,$500 million to $1 billion (USD),2,scientist,Unknown,3,71.5,TX,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2332
3.7,Applied Research Laboratories,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,2,data scientist,Some Experience,0,105.5,TX,-1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8734
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,scientist,Unknown,0,74.0,NC,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6034
3.7,Raytheon,10000+ employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,data analyst,General Experience,0,62.5,AL,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4774
4.3,RTI International,1001 to 5000 employees,Nonprofit Organization,Professional Services,Professional Services,$500 million to $1 billion (USD),2,scientist,Unknown,3,65.5,NC,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222
3.6,TRANZACT,1001 to 5000 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,2,data scientist,Mid Level,0,161.5,NJ,36,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5121
2.1,United BioSource,1001 to 5000 employees,other,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),2,data analyst,Entry Level,2,72.5,PA,22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1359
3.9,Figure Eight,51 to 200 employees,Company - Public,Technology,Technology,$10 to $25 million (USD),2,data engineer,General Experience,0,139.0,CA,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4915
3.9,Tapjoy,201 to 500 employees,Company - Private,Technology,Technology,$10 to $25 million (USD),2,data engineer,General Experience,2,136.5,CA,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466
3.8,Fareportal,1001 to 5000 employees,Company - Private,Transportation & Logistics,Other,$2 to $5 billion (USD),2,mle,Unknown,3,74.5,NY,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,scientist,Unknown,0,80.5,NC,150,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5749
5.0,Royce Geospatial,51 to 200 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10 to $25 million (USD),1,data scientist,Senior,0,101.0,VA,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711
3.6,Citi,10000+ employees,Company - Public,Finance & Insurance,Finance & Insurance,$10+ billion (USD),1,data scientist,Some Experience,0,116.5,NJ,213,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3948
4.7,Sage Intacct,501 to 1000 employees,Subsidiary or Business Segment,Technology,Technology,Unknown / Non-Applicable,1,mle,General Experience,0,232.5,CA,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3855
3.5,Scale AI,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,General Experience,0,120.5,CA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2288
2.7,Change Healthcare,10000+ employees,Company - Public,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Some Experience,0,153.0,CA,18,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6995
3.4,MZ,501 to 1000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Junior,0,127.0,CA,17,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3362
4.7,HG Insights,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,General Experience,0,85.5,CA,15,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740
2.8,"1-800-FLOWERS.COM, Inc.",1001 to 5000 employees,Company - Public,Retail & Consumer Services,Professional Services,$1 to $2 billion (USD),1,data scientist,Unknown,0,76.5,NY,49,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
3.5,CBS Interactive,1001 to 5000 employees,Subsidiary or Business Segment,Technology,Other,$500 million to $1 billion (USD),1,data scientist,Unknown,3,128.0,NY,33,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,4140
3.2,"Numeric, LLC",1 to 50 employees,Company - Private,Professional Services,Professional Services,$5 to $10 million (USD),1,data engineer,General Experience,0,91.5,PA,-1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1484
3.7,Samsung Research America,1001 to 5000 employees,Subsidiary or Business Segment,Technology,Technology,$50 to $100 million (USD),1,data engineer,Junior,3,177.0,CA,37,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3218
4.7,Systems & Technology Research,201 to 500 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$100 to $500 million (USD),1,data scientist,Some Experience,0,107.0,VA,15,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3703
4.1,Netskope,501 to 1000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Some Experience,3,154.5,CA,13,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4203
4.0,Lorven Technologies Inc,1 to 50 employees,Company - Private,Professional Services,Other,Less than $1 million (USD),1,data scientist,Some Experience,0,113.5,CA,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1034
2.5,CareDx,1 to 50 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,data scientist,Unknown,1,143.5,CA,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3885
3.9,Serigor Inc.,1 to 50 employees,Company - Private,Technology,Technology,Less than $1 million (USD),1,data scientist,Unknown,0,113.5,CA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2759
3.4,Leidos,10000+ employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),1,data scientist,General Experience,0,101.5,VA,56,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2882
3.6,Beckman Coulter Diagnostics,10000+ employees,Subsidiary or Business Segment,Health & Pharmaceuticals,Manufacturing & Engineering,$2 to $5 billion (USD),1,data analyst,Some Experience,3,73.0,NY,90,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6513
3.5,IHS Markit,10000+ employees,Company - Public,Professional Services,Professional Services,$2 to $5 billion (USD),1,data scientist,General Experience,2,80.5,NY,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6438
-1.0,ALIN,Unknown,Company - Private,Other,Other,Unknown / Non-Applicable,1,data scientist,Unknown,0,110.5,NY,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1838
3.5,e-IT Professionals Corp.,51 to 200 employees,Company - Private,Health & Pharmaceuticals,Professional Services,$5 to $10 million (USD),1,data scientist,Strong Experience,0,139.5,CA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1131
4.8,TechProjects,1 to 50 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Unknown,0,145.5,NY,14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2145
4.0,Biz2Credit Inc,201 to 500 employees,Company - Private,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),1,data scientist,Some Experience,3,87.0,NY,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2496
4.2,PeoplesBank,201 to 500 employees,Company - Private,Finance & Insurance,Finance & Insurance,$50 to $100 million (USD),1,data scientist,Strong Experience,0,100.5,MA,140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5013
3.8,Capgemini,10000+ employees,Company - Public,Technology,Technology,$10+ billion (USD),1,data scientist,Some Experience,3,147.0,NY,58,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5478
3.7,GNY Insurance Companies,201 to 500 employees,Company - Private,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),1,data engineer,Unknown,3,110.5,NY,111,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1506
4.6,"Conch Technologies, Inc",51 to 200 employees,Company - Private,Professional Services,Professional Services,$5 to $10 million (USD),1,data scientist,Junior,0,94.0,MA,-1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2956
4.3,Medidata Solutions,1001 to 5000 employees,Company - Public,Technology,Technology,$500 million to $1 billion (USD),1,data scientist,Senior,1,123.5,NY,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4816
4.0,HP Inc.,10000+ employees,Company - Public,Technology,Technology,Unknown / Non-Applicable,1,data engineer,Unknown,0,73.0,OR,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
3.9,Quartet Health,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Unknown,0,165.0,NY,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4815
3.1,Success Academy Charter Schools,1001 to 5000 employees,other,Education,Education,$100 to $500 million (USD),1,data analyst,General Experience,0,59.5,NY,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4348
3.6,AXION Healthcare Solutions,1 to 50 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$10 to $25 million (USD),2,data analyst,Unknown,2,66.0,NY,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292
4.2,ExecOnline,51 to 200 employees,Company - Private,Professional Services,Education,Unknown / Non-Applicable,2,data scientist,Junior,3,75.5,NY,13,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4341
4.0,Mteq,501 to 1000 employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$100 to $500 million (USD),2,mle,General Experience,2,87.0,VA,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127
3.9,AstraZeneca,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,data scientist,Some Experience,3,140.0,MD,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4572
3.7,Brillient,201 to 500 employees,Company - Private,Technology,Technology,$25 to $50 million (USD),2,data scientist,Some Experience,0,86.0,MD,19,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6626
4.4,Entefy,1 to 50 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data scientist,Unknown,0,116.5,CA,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1211
3.4,Trace3,501 to 1000 employees,Company - Private,Technology,Technology,$1 to $2 billion (USD),2,data engineer,Junior,3,80.0,TX,23,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7802
3.7,Northrop Grumman,10000+ employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,data scientist,Some Experience,0,173.0,CA,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5884
3.5,Saama Technologies Inc,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,data engineer,Entry Level,3,68.5,AZ,28,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1230
4.4,Two Sigma,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,Unknown / Non-Applicable,1,data scientist,Junior,0,172.0,NY,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3222
3.9,AstraZeneca,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Junior,3,95.0,MD,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110
3.2,MITRE,5001 to 10000 employees,Nonprofit Organization,Government & Public Services,Government & Public Services,$1 to $2 billion (USD),2,data scientist,Unknown,3,69.5,MA,67,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4478
4.0,Strategic Financial Solutions,501 to 1000 employees,Company - Private,Other,Professional Services,Unknown / Non-Applicable,2,data scientist,Strong Experience,2,97.5,NY,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3431
3.4,"Remedy BPCI Partners, LLC.",201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,data scientist,Strong Experience,2,95.0,NY,14,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3111
3.2,The Climate Corporation,501 to 1000 employees,Subsidiary or Business Segment,Technology,Technology,Unknown / Non-Applicable,2,data scientist,General Experience,3,194.0,CA,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4847
3.5,Crossix Solutions,201 to 500 employees,Company - Public,Media & Entertainment,Professional Services,Unknown / Non-Applicable,2,data scientist,Some Experience,0,104.5,NY,20,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4134
4.2,Clarity Insights,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Unknown,0,85.5,NC,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192
4.2,The Church of Jesus Christ of Latter-day Saints,10000+ employees,Nonprofit Organization,Government & Public Services,Professional Services,Unknown / Non-Applicable,2,data analyst,Unknown,0,50.0,UT,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4525
3.1,NCSOFT,1001 to 5000 employees,Company - Public,Technology,Other,$10+ billion (USD),2,data engineer,Unknown,3,113.0,CA,28,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2421
3.9,GSK,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Junior,3,90.5,MA,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5838
4.3,Factual,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data scientist,Unknown,1,153.0,CA,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095
3.3,TriNet,1001 to 5000 employees,Company - Public,Professional Services,Professional Services,$2 to $5 billion (USD),2,data analyst,Junior,3,123.5,CA,37,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7383
3.9,Signpost,201 to 500 employees,Company - Private,Technology,Technology,$10 to $25 million (USD),2,data analyst,Unknown,0,47.0,NY,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460
4.0,Adobe,10000+ employees,Company - Public,Technology,Technology,$5 to $10 billion (USD),2,data scientist,Unknown,2,162.0,CA,43,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3864
3.5,Sartorius,5001 to 10000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$1 to $2 billion (USD),1,data scientist,Some Experience,0,133.5,CO,155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555
3.2,Equian LLC,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,data engineer,General Experience,0,109.0,TN,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1793
3.2,Information Builders,1001 to 5000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,mle,General Experience,3,125.0,NY,50,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3516
3.8,Novartis,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,data scientist,Some Experience,0,106.5,MA,29,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4033
3.7,The Hanover Insurance Group,5001 to 10000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),2,data analyst,Unknown,0,54.0,MA,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3783
3.0,Greenway Health,1001 to 5000 employees,Subsidiary or Business Segment,Technology,Technology,$100 to $500 million (USD),2,data analyst,General Experience,3,37.5,FL,48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175
3.8,Fareportal,1001 to 5000 employees,Company - Private,Transportation & Logistics,Other,$2 to $5 billion (USD),2,data analyst,Entry Level,3,53.5,NY,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2479
4.7,Confluent,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data scientist,Unknown,0,168.0,CA,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3939
3.9,Life360,51 to 200 employees,Company - Public,Technology,Technology,Unknown / Non-Applicable,2,data analyst,Unknown,0,138.5,CA,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5717
3.6,IQVIA,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$2 to $5 billion (USD),2,data scientist,Strong Experience,3,111.5,PA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data scientist,Unknown,0,68.5,MA,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016
